Document,Type,Description
SB 0843 of 2024 (PA 66 of 2024),Senate Bill,Criminal procedure: sex offender registration; registration of individual convicted of sexual contact or sexual penetration with dead human body; require. Amends sec. 2 of 1994 PA 295 (MCL 28.722).  TIE BAR WITH: SB 0841'24Last Action: ASSIGNED PA 0066'24 WITH IMMEDIATE EFFECT
SB 0844 of 2024,Senate Bill,"Crimes: intoxication or impairment; penalties for operating while intoxicated; increase. Amends sec. 625 of 1949 PA 300 (MCL 257.625).Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0845 of 2024,Senate Bill,Higher education: financial aid; qualified occupational training programs under the Michigan reconnect grant recipient act; modify. Amends sec. 13 of 2020 PA 68 (MCL 390.1713).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0846 of 2024,Senate Bill,"Labor: collective bargaining; right to work; restore. Amends secs. 1, 2, 14 & 17 of 1939 PA 176 (MCL 423.1 et seq.).Last Action: REFERRED TO COMMITTEE ON LABOR"
SB 0847 of 2024,Senate Bill,"Labor: public service employment; right to work; restore. Amends secs. 9, 10 & 15 of 1947 PA 336 (MCL 423.209 et seq.).Last Action: REFERRED TO COMMITTEE ON LABOR"
SB 0848 of 2024,Senate Bill,Administrative procedure: rules; adoption of rules by state agencies more stringent than federal regulations; prohibit. Amends secs. 32 & 45 of 1969 PA 306 (MCL 24.232 & 24.245).Last Action: REFERRED TO COMMITTEE ON REGULATORY AFFAIRS
SB 0849 of 2024,Senate Bill,Health: occupations; annual report on reciprocity for certain health occupations under the public health code; require the department to submit. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16186b.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0850 of 2024,Senate Bill,Occupations: individual licensing and registration; annual report on reciprocity for occupations under the skilled trades act; require the department to submit. Amends 2016 PA 407 (MCL 339.5101 - 339.6133) by adding sec. 218.Last Action: REFERRED TO COMMITTEE ON LABOR
SB 0851 of 2024,Senate Bill,"Administrative procedure: rules; annual review of rules, regulations, and licensing requirements imposed on businesses; require. Amends secs. 8 & 31 of 1969 PA 306 (MCL 24.208 & 24.231) & adds sec. 47a.Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0852 of 2024,Senate Bill,Corporate income tax: revenue distribution; redirection of funds from SOAR to bridge repair fund; provide for. Amends sec. 695 of 1967 PA 281 (MCL 206.695).  TIE BAR WITH: SB 0853'24Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0853 of 2024,Senate Bill,State management: funds; bridge repair fund; provide for. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 11k.  TIE BAR WITH: SB 0852'24Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
SB 0854 of 2024,Senate Bill,State: interstate compacts and agreements; company-specific subsidy interstate compact; enact. Creates new act.  TIE BAR WITH: SB 0855'24Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND COMMUNITY DEVELOPMENT
SB 0855 of 2024,Senate Bill,State: interstate compacts and agreements; incentives to encourage companies to relocate from one state to another; prohibit. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 15.  TIE BAR WITH: SB 0854'24Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND COMMUNITY DEVELOPMENT
SB 0856 of 2024,Senate Bill,Education: curriculum; public high schools to offer a computer science course; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1166c.Last Action: REFERRED TO COMMITTEE ON EDUCATION
SB 0857 of 2024,Senate Bill,Weapons: concealed; concealed pistols in certain state buildings; prohibit. Amends sec. 5o of 1927 PA  372 (MCL 28.425o). Last Action: referred to Committee on Judiciary
SB 0858 of 2024,Senate Bill,Weapons: firearms; firearms in certain state buildings; prohibit. Amends sec. 234d of 1931 PA 328 (MCL 750.234d).Last Action: placed on second reading
SB 0859 of 2024,Senate Bill,"Civil rights: public records; certain information obtained on DNR land concerning oil, gas, and mineral deposits; exempt from disclosure under freedom of information act. Amends sec. 61508 of 1994 PA 451 (MCL 324.61508) & adds sec. 503d.Last Action: REFERRED TO COMMITTEE ON OVERSIGHT"
SB 0860 of 2024,Senate Bill,"Natural resources: wildlife; Michigan woodcock recovery plan; create. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 40503.Last Action: referred to Committee on Natural Resources, Environment, Tourism and Outdoor Recreation"
SB 0861 of 2024,Senate Bill,Corrections: prisoners; provision of prison code relating to productivity time credit system; create. Amends 1893 PA 118 (MCL 800.33 - 800.61) by adding sec. 33a.  TIE BAR WITH: SB 0864'24Last Action: referred to Committee on Government Operations
SB 0862 of 2024,Senate Bill,Crime victims: notices; notice to crime victim when a prisoner is eligible to receive credits toward sentence; require. Amends secs. 13 & 41 of 1985 PA 87 (MCL 780.763 & 780.791).  TIE BAR WITH: SB 0861'24Last Action: referred to Committee on Government Operations
SB 0863 of 2024,Senate Bill,"Corrections: prisoners; code of criminal procedure; update to reflect creation of productivity credits. Amends sec. 12, ch. IX of 1927 PA 175 (MCL 769.12).  TIE BAR WITH: SB 0861'24Last Action: referred to Committee on Government Operations"
SB 0864 of 2024,Senate Bill,"Corrections: prisoners; corrections code of 1953; update to reflect creation of productivity credits. Amends secs. 33, 33c, 34 & 35 of 1953 PA 232 (MCL 791.233 et seq.).  TIE BAR WITH: SB 0861'24Last Action: referred to Committee on Government Operations"
SB 0865 of 2024,Senate Bill,State: symbol; rye; designate as the official state grain. Creates new act.Last Action: referred to Committee on Government Operations
SB 0866 of 2024,Senate Bill,"Civil procedure: civil actions; remedies for harm, injury, or death of a service animal; provide for. Amends 1961 PA 236 (MCL 600.101 - 600.9947) by adding sec. 2980.Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0867 of 2024,Senate Bill,"Occupations: vehicles, dealers, and repair facilities; owner of a motor vehicle repair facility to operate an additional facility under the same registration; allow. Amends secs. 2, 13b, 14, 15, 16, 17, 18, 30, 32, 32a & 33 of 1974 PA 300 (MCL 257.1302 et seq.).Last Action: referred to second reading"
SB 0868 of 2024,Senate Bill,Liquor: other; definition of brand; modify. Amends sec. 105 of 1998 PA 58 (MCL 436.1105).Last Action: referred to second reading
SB 0869 of 2024,Senate Bill,Aeronautics: airport authority; airport authority; exempt from certain funding restrictions. Amends sec. 135 of 1945 PA 327 (MCL 259.135).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE
SB 0870 of 2024,Senate Bill,Civil rights: open meetings; remote meeting participation of certain public body members with disabilities; provide for. Amends sec. 3a of 1976 PA 267 (MCL 15.263a).Last Action: referred to second reading
SB 0871 of 2024,Senate Bill,"Courts: judges; personal information and physical safety protections for judges, their families, and household members; enhance. Creates new act.Last Action: REFERRED TO COMMITTEE ON CIVIL RIGHTS, JUDICIARY, AND PUBLIC SAFETY"
SB 0872 of 2024,Senate Bill,Children: foster care; conditions on the use of certain benefits for a child in foster care; provide. Amends 1994 PA 203 (MCL 722.951 - 722.960) by adding sec. 8f.Last Action: referred to second reading
SB 0873 of 2024,Senate Bill,"Individual income tax: other; MiAble fund; create. Amends 2015 PA 160 (MCL 206.981 - 206.997) by adding sec. 3a.  TIE BAR WITH: SB 0874'24Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0874 of 2024,Senate Bill,"Individual income tax: revenue distributions; earmark for MiAble fund; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).  TIE BAR WITH: SB 0873'24Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0875 of 2024,Senate Bill,"Health: immunizations; grade requirement for certain immunization records; modify in the public health code and require department to adopt the immunization schedule recommended by the federal centers for disease control and prevention. Amends secs. 9208 & 9227 of 1978 PA 368 (MCL 333.9208 & 333.9227).  TIE BAR WITH: SB 0877'24, SB 0876'24Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SB 0876 of 2024,Senate Bill,School aid: other; certain provisions regarding immunization in the state school aid act; modify. Amends sec. 167 of 1979 PA 94 (MCL 388.1767).  TIE BAR WITH: SB 0877'24Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0877 of 2024,Senate Bill,Education: reports; grade requirement for certain immunization records; modify in the revised school code. Amends sec. 1177 of 1976 PA 451 (MCL 380.1177).  TIE BAR WITH: SB 0875'24Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY
SB 0878 of 2024 (PA 0116 of 2024),Senate Bill,Vehicles: registration plates; special plates for dealers; modify. Amends sec. 244 of 1949 PA 300 (MCL 257.244).Last Action: ASSIGNED PA 0116'24 WITH IMMEDIATE EFFECT
SB 0879 of 2024,Senate Bill,Human services: services or financial assistance; low-income energy assistance fund; modify. Amends sec. 9t of 1939 PA 3 (MCL 460.9t).Last Action: REFERRED TO COMMITTEE ON ENERGY AND ENVIRONMENT
SB 0880 of 2024 (PA 0169 of 2024),Senate Bill,Human services: services or financial assistance; Michigan energy assistance act; modify. Amends sec. 9t of 1939 PA 3 (MCL 460.9t).  TIE BAR WITH: SB 0881'24Last Action: ASSIGNED PA 0169'24
SB 0881 of 2024 (PA 168 of 2024),Senate Bill,Human services: services or financial assistance; low-income energy assistance fund; modify. Amends sec. 9t of 1939 PA 3 (MCL 460.9t).Last Action: ASSIGNED PA 0168'24
SB 0882 of 2024,Senate Bill,Food: processors; maple syrup and honey producers; designate as limited food processors. Amends sec. 4105 of 2000 PA 92 (MCL 289.4105). Last Action: referred to second reading
SB 0883 of 2024,Senate Bill,"Housing: landlord and tenants; reuse of certain tenant screening reports; allow. Amends title & sec. 1 of 1972 PA 348 (MCL 554.601) & adds secs. 1c, 1d, 1e & 1f.Last Action: REFERRED TO COMMITTEE ON HOUSING AND HUMAN SERVICES"
SB 0884 of 2024,Senate Bill,Trade: labeling; labeling of lead-containing plumbing fixtures; require. Amends sec. 3 of 1976 PA 331 (MCL 445.903) & adds sec. 3p.Last Action: REFERRED TO COMMITTEE ON REGULATORY AFFAIRS
SB 0885 of 2024,Senate Bill,"Sales tax: exemptions; purchase of certain aircraft and aviation equipment; exempt. Amends sec. 4x of 1933 PA 167 (MCL 205.54x).Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0886 of 2024,Senate Bill,"Use tax: exemptions; purchase of certain aircraft and aviation equipment; exempt. Amends sec. 4k of 1937 PA 94 (MCL 205.94k).Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0887 of 2024,Senate Bill,"Corporate income tax: credits; employer credit for paid organ donation leave; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding secs. 279 & 679.Last Action: REFERRED TO COMMITTEE ON FINANCE, INSURANCE, AND CONSUMER PROTECTION"
SB 0888 of 2024,Senate Bill,"Consumer protection: identity theft; identity theft protection act; modify. Amends secs. 3, 12 & 12b of 2004 PA 452 (MCL 445.63 et seq.); adds secs. 11a, 11b, 20, 20a, 20b & 20c & repeals secs. 15 & 17 of 2004 PA 452 (MCL 445.75 & 445.77).Last Action: referred to Committee on Government Operations"
SB 0889 of 2024,Senate Bill,Consumer protection: identity theft; references to identity theft protection act in deferred presentment service transactions act; revise. Amends sec. 22 of 2005 PA 244 (MCL 487.2142).  TIE BAR WITH: SB 0888'24Last Action: referred to Committee on Government Operations
SB 0890 of 2024,Senate Bill,Consumer protection: identity theft; references to identity theft protection act in Michigan penal code; revise. Amends sec. 159g of 1931 PA 328 (MCL 750.159g).  TIE BAR WITH: SB 0888'24Last Action: referred to Committee on Government Operations
SB 0891 of 2024,Senate Bill,Consumer protection: identity theft; references to identity theft protection act in 1846 RS 1; update. Amends sec. 9 of 1846 RS 1 (MCL 8.9).  TIE BAR WITH: SB 0888'24Last Action: referred to Committee on Government Operations
SB 0892 of 2024,Senate Bill,"Consumer protection: identity theft; references to identity theft protection act in code of criminal procedure; update. Amends sec. 10c, ch. II of 1927 PA 175 (MCL 762.10c).   TIE BAR WITH: SB 0888'24Last Action: referred to Committee on Government Operations"
SB 0893 of 2024,Senate Bill,"State agencies (proposed): authorities; use of grant funds and issuance of revenue bonds; modify. Amends title & secs.  2, 8, 9, 10, 13, 14, 14a, 16, 18, 20, 23, 24 & 25 of 1978 PA 639 (MCL 120.102 et seq.) & adds sec. 19a.Last Action: referred to second reading"
SB 0894 of 2024,Senate Bill,"Traffic control: driver license; regulation of a relying party related to a mobile driver license or identification card; provide for. Creates new act.   TIE BAR WITH: SB 0459'23, SB 0460'23, SB 0461'23Last Action: referred to Committee on Government Operations"
SB 0895 of 2024,Senate Bill,"Occupations: electricians; ratio of electrician apprentices to journey or master licensees on a jobsite; modify, and require joint responsibility for supervision between electrical contractors and master electricians. Amends secs. 701, 711, 715, 717, 719 & 727 of 2016 PA 407 (MCL 339.5701 et seq.).Last Action: referred to second reading"
SB 0896 of 2024,Senate Bill,Cities: home rule; private road maintenance or improvement projects; allow. Amends 1909 PA 279 (MCL 117.1 - 117.38) by adding sec. 5l.Last Action: referred to second reading
SB 0897 of 2024,Senate Bill,"Townships: public services; certain townships to purchase, own, or operate a public service facility; provide for. Amends 1846 RS 16 (MCL 41.1a - 41.110c) by adding sec. 2b.Last Action: referred to Committee on Local Government and Municipal Finance"
SB 0898 of 2024,Senate Bill,"Energy: alternative sources; zoning exemptions for large scale solar, wind, and energy storage facilities; eliminate. Amends title & sec. 13 of 2008 PA 295 (MCL 460.1013) & repeals pt. 8 of 2008 PA 295 (MCL 460.1221 - 460.1232).  TIE BAR WITH: SB 0899'24Last Action: REFERRED TO COMMITTEE ON ENERGY AND ENVIRONMENT"
SB 0899 of 2024,Senate Bill,Land use: zoning and growth management; provision subjecting zoning authority to part 8 of clean and renewable energy and energy waste reduction act; delete. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).  TIE BAR WITH: SB 0898'24Last Action: REFERRED TO COMMITTEE ON ENERGY AND ENVIRONMENT
SB 0900 of 2024,Senate Bill,"Labor: collective bargaining; tenants right to organize; provide for. Creates new act.  TIE BAR WITH: SB 0901'24, SB 0902'24, SB 0903'24Last Action: REFERRED TO COMMITTEE ON HOUSING AND HUMAN SERVICES"
SB 0901 of 2024,Senate Bill,"Housing: landlord and tenants; prohibition against tenants forming a union; disallow in truth in renting act. Amends secs. 3 & 4 of 1978 PA 454 (MCL 554.633 & 554.634).  TIE BAR WITH: SB 0900'24, SB 0902'24, SB 0903'24Last Action: REFERRED TO COMMITTEE ON HOUSING AND HUMAN SERVICES"
SB 0902 of 2024,Senate Bill,"Housing: landlord and tenants; tenants rights to repair; provide for. Amends sec. 39 of 1846 RS 66 (MCL 554.139).  TIE BAR WITH: SB 0900'24, SB 0901'24, SB 0903'24Last Action: REFERRED TO COMMITTEE ON HOUSING AND HUMAN SERVICES"
