Document,Type,Description
HB 4730 of 2021 (PA 215 of 2022),House Bill,Property: recording; transcript and abstract of paper or record fees; modify. Amends sec. 1 of 1895 PA 161 (MCL 48.101).Last Action: assigned PA 215'22 with immediate effect
HB 4731 of 2021,House Bill,"Property: recording; enhanced access to public records act; modify. Amends sec. 3 of 1996 PA 462 (MCL 15.443).  TIE BAR WITH: HB 4732'21, HB 4729'21, HB 4730'21Last Action: bill electronically reproduced 04/29/2021"
HB 4732 of 2021,House Bill,"Property: recording; register of deeds; modify fees. Amends sec. 2567 of 1961 PA 236 (MCL 600.2567).  TIE BAR WITH: HB 4729'21, HB 4730'21, HB 4731'21Last Action: bill electronically reproduced 04/29/2021"
HB 4733 of 2021,House Bill,Retirement: state employees; annuity option; provide for. Amends sec. 58 of 1943 PA 240 (MCL 38.58).  TIE BAR WITH: HB 4188'21Last Action: vetoed by the Governor 12/22/2022
HB 4734 of 2021,House Bill,Retirement: public school employees; annuity option; expand. Amends sec. 17 of 1980 PA 300 (MCL 38.1427).  TIE BAR WITH: HB 4733'21Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 4735 of 2021 (PA 76 of 2021),House Bill,"Highways: memorial; portion of US-127 in Clinton County; designate as the ""PFC Ronald James Fitch Memorial Highway"" and portion of M-50 in Eaton County; designate as the ""Ensign Francis Flaherty Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 103.Last Action: assigned PA 76'21 with immediate effect"
HB 4736 of 2021,House Bill,Health: immunizations; COVID-19 vaccine; prohibit department of health and human services from requiring. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 5113a.Last Action: bill electronically reproduced 04/29/2021
HB 4737 of 2021,House Bill,"Health: abortion; performing, inducing, or attempting to perform or induce an abortion on a pregnant woman who is seeking the abortion because of race, sex, or a disability; prohibit, and provide penalties. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 14a.Last Action: referred to Committee on Judiciary"
HB 4738 of 2021,House Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for crime of performing an abortion with knowledge that the abortion is being requested because the unborn child has a disability or because of the unborn child's race or sex; enact. Amends sec. 16a, ch. XVII of 1927 PA 175 (MCL 777.16a).  TIE BAR WITH: HB 4737'21Last Action: referred to Committee on Judiciary"
HB 4739 of 2021 (PA 99 of 2021),House Bill,"Highways: memorial; portion of M-49; designate as the ""Marine Sergeant Michael P. Hodshire Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 101.Last Action: assigned PA 99'21 with immediate effect"
HB 4740 of 2021 (PA 57 of 2021),House Bill,Marihuana: other; certain definitions in the medical marihuana facilities licensing act; modify. Amends sec. 102 of 2016 PA 281 (MCL 333.27102).Last Action: assigned PA 57'21 with immediate effect
HB 4741 of 2021 (PA 58 of 2021),House Bill,Marihuana: other; certain definitions in the industrial hemp growers act; modify. Amends sec. 103 of 2020 PA 220 (MCL 333.29103).Last Action: assigned PA 58'21 with immediate effect
HB 4742 of 2021 (PA 59 of 2021),House Bill,Marihuana: other; certain definitions in the marihuana tracking act; modify. Amends sec. 2 of 2016 PA 282 (MCL 333.27902).Last Action: assigned PA 59'21 with immediate effect
HB 4743 of 2021 (PA 60 of 2021),House Bill,Marihuana: other; certain definitions in the public health code; modify. Amends sec. 7106 of 1978 PA 368 (MCL 333.7106).Last Action: assigned PA 60'21 with immediate effect
HB 4744 of 2021 (PA 61 of 2021),House Bill,Marihuana: other; certain definitions in the industrial hemp research and development act; modify. Amends sec. 2 of 2014 PA 547 (MCL 286.842).Last Action: assigned PA 61'21 with immediate effect
HB 4745 of 2021 (PA 62 of 2021),House Bill,Marihuana: other; certain definitions in the Michigan Medical Marihuana Act; modify. Amends sec. 3 of 2008 IL 1 (MCL 333.26423).Last Action: assigned PA 62'21 with immediate effect
HB 4746 of 2021 (PA 63 of 2021),House Bill,Liquor: other; definition of marihuana in the Michigan liquor control code of 1998; modify. Amends sec. 914b of 1998 PA 58 (MCL 436.1914b).Last Action: assigned PA 63'21 with immediate effect
HB 4747 of 2021,House Bill,Law enforcement: training; law enforcement agencies that fund police training for recruits; allow agreements requiring reimbursement in certain situations. Amends sec. 8 of 1978 PA 390 (MCL 408.478).Last Action: bill electronically reproduced 04/29/2021
HB 4748 of 2021,House Bill,Worker's compensation: benefits; infectious disease presumption for essential employees during a declared emergency; provide for. Amends sec. 405 of 1969 PA 317 (MCL 418.405).Last Action: bill electronically reproduced 04/29/2021
HB 4749 of 2021,House Bill,Worker's compensation: benefits; compensation waiting period for employee impacted by COVID-19; provide waiver. Amends sec. 311 of 1969 PA 317 (MCL 418.311).Last Action: bill electronically reproduced 04/29/2021
HB 4750 of 2021,House Bill,Labor: health and safety; employee communication regarding an occupational safety and health practice or hazard; prohibit an employer from taking an adverse employment action based on. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 66a.Last Action: bill electronically reproduced 04/29/2021
HB 4751 of 2021,House Bill,Labor: notices; information regarding COVID-19 testing locations; require employers to provide. Creates new act.Last Action: bill electronically reproduced 04/29/2021
HB 4752 of 2021,House Bill,Labor: health and safety; prohibition related to promulgation of rules regarding workplace ergonomics; repeal. Amends sec. 17 of 1974 PA 154 (MCL 408.1017).Last Action: bill electronically reproduced 04/29/2021
HB 4753 of 2021,House Bill,Worker's compensation: benefits; long-term health issues resulting from COVID-19; provide coverage under worker's compensation. Amends sec. 401 of 1969 PA 317 (MCL 418.401).Last Action: bill electronically reproduced 04/29/2021
HB 4754 of 2021,House Bill,Labor: health and safety; infectious disease worker safety commission; create. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 47.Last Action: bill electronically reproduced 04/29/2021
HB 4755 of 2021,House Bill,Labor: fair employment practices; employer taking adverse employment action against an employee who is absent from work; prohibit during a declared emergency. Creates new act.Last Action: bill electronically reproduced 04/29/2021
HB 4756 of 2021,House Bill,Labor: health and safety; penalties for Michigan occupational health and safety act violations; increase maximum amount. Amends sec. 35 of 1974 PA 154 (MCL 408.1035).Last Action: bill electronically reproduced 04/29/2021
HB 4757 of 2021,House Bill,Labor: health and safety; Michigan occupational safety and health violations; increase civil penalties. Amends sec. 35 of 1974 PA 154 (MCL 408.1035).Last Action: bill electronically reproduced 04/29/2021
HB 4758 of 2021,House Bill,Labor: fair employment practices; employer taking adverse employment action against an employee who raises concern over infection control; prohibit. Creates new act.Last Action: bill electronically reproduced 04/29/2021
HB 4759 of 2021,House Bill,Labor: health and safety; employee communication regarding an occupational safety and health practice or hazard related to COVID-19; prohibit an employer from taking an adverse employment action based on. Amends 1974 PA 154 (MCL 408.1001 - 408.1094) by adding sec. 66.Last Action: bill electronically reproduced 04/29/2021
HB 4760 of 2021,House Bill,Worker's compensation: benefits; decreased amount of compensation benefits based on federal unemployment or pandemic benefits; provide for. Amends sec. 354 & 358 of 1969 PA 317 (MCL 418.354 & 418.358).Last Action: bill electronically reproduced 04/29/2021
HB 4761 of 2021,House Bill,Worker's compensation: benefits; reimbursement of claims for overpayment: prohibit. Amends sec. 833 of 1969 PA 317 (MCL 418.833).Last Action: bill electronically reproduced 04/29/2021
HB 4762 of 2021 (PA 253 of 2022),House Bill,Health: anatomical gifts; certain discrimination in providing certain health care and services related to an organ transplant; prohibit and provide certain remedies. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 10251.Last Action: assigned PA 253'22 with immediate effect
HB 4763 of 2021,House Bill,State: identification cards; special decal designation for concealed pistol license; provide for. Amends sec. 2 of 1972 PA 222 (MCL 28.292).Last Action: bill electronically reproduced 05/04/2021
HB 4764 of 2021,House Bill,Traffic control: driver license; special decal designation for concealed pistol license; provide for. Amends sec. 310 of 1949 PA 300 (MCL 257.310).  TIE BAR WITH: HB 4763'21Last Action: bill electronically reproduced 05/04/2021
HB 4765 of 2021,House Bill,Veterans: benefits; penalties for military or veterans who are convicted of domestic terrorism offenses; provide for. Amends sec. 1 of 1965 PA 190 (MCL 35.61).Last Action: bill electronically reproduced 05/04/2021
HB 4766 of 2021,House Bill,"Construction: asbestos; provision allowing the withholding of payment to asbestos abatement contractors or demolition contractors for environmental violations; require certain local government contracts to contain, and require certain disclosures by asbestos abatement contractors and demolition contractors. Creates new act.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY"
HB 4767 of 2021,House Bill,Environmental protection: air pollution; asbestos emissions program; impose fee on notification of demolition or renovation. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding secs. 5519 & 5519a.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
HB 4768 of 2021,House Bill,Environmental protection: air pollution; asbestos emissions program for demolition or renovation activity; require annual report on sufficiency of number of inspectors. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 5519b.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
HB 4769 of 2021,House Bill,Construction: asbestos; public contracts for asbestos abatement projects; require disclosure of environmental violations. Creates new act.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY
HB 4770 of 2021,House Bill,"Construction: asbestos; public contracts for asbestos abatement projects; require under certain circumstances background investigation, public posting of certain information, and public hearings. Creates new act.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY"
HB 4771 of 2021,House Bill,"Labor: health and safety; provisions related to civil penalties; modify with respect to repeated violations and asbestos-related violations. Amends secs. 4, 35 & 36 of 1974 PA 154 (MCL 408.1004 et seq.).Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY"
HB 4772 of 2021,House Bill,Employment security: benefits; remuneration provision; modify formula. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).Last Action: bill electronically reproduced 05/04/2021
HB 4773 of 2021,House Bill,Employment security: other; shared work program criteria; modify. Amends secs. 28c & 28d of 1936 (Ex Sess) PA 1 (MCL 421.28c & 421.28d).Last Action: bill electronically reproduced 05/04/2021
HB 4774 of 2021,House Bill,Consumer protection: unfair trade practices; consumer protections for self-service storage units renters; provide for. Amends secs. 2 & 5 of 1985 PA 148 (MCL 570.522 & 570.525).Last Action: bill electronically reproduced 05/04/2021
HB 4775 of 2021,House Bill,Individual income tax: credit; credit for expenditures by eligible essential workers for certain personal protective equipment; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 279.Last Action: bill electronically reproduced 05/04/2021
HB 4776 of 2021,House Bill,Corporate income tax: credits; employer credit for purchase of certain personal protection equipment; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 279.Last Action: bill electronically reproduced 05/04/2021
HB 4777 of 2021,House Bill,Environmental protection: permits; denial or imposition of additional conditions on; provide for when projects are located in environmentally overburdened communities. Amends secs. 1301 & 1305 of 1994 PA 451 (MCL 324.1301 &324.1305); designate secs. 1301 & 1319 as subpt. 1 of pt. 13 & adds subpt. 2 to pt. 13.Last Action: bill electronically reproduced 05/04/2021
HB 4778 of 2021 (PA 114 of 2021),House Bill,State financing and management: other; state agencies using messaging apps that allow deletion of messages to avoid FOIA: prohibit. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 270.Last Action: assigned PA 114'21 with immediate effect
HB 4779 of 2021,House Bill,Individual income tax: checkoff; donation to pregnant and parenting student services fund; provide for. Amends sec. 435 of 1967 PA 281 (MCL 206.435).Last Action: bill electronically reproduced 05/04/2021
HB 4780 of 2021 (PA 139 of 2021),House Bill,"Trade: containers; distribution of bottle deposit fund; modify and earmark. Amends sec. 3c of 1976 IL 1 (MCL 445.573c).  TIE BAR WITH: HB 4781'21, HB 4783'21, HB 4782'21Last Action: assigned PA 139'21 with immediate effect"
HB 4781 of 2021 (PA 140 of 2021),House Bill,Trade: containers; distributors to originate and maintain a record of deposits on certain containers; require. Amends 1976 IL 1 (MCL 445.571 - 445.576) by adding sec. 4c.  TIE BAR WITH: HB 4783'21Last Action: assigned PA 140'21 with immediate effect
HB 4782 of 2021 (PA 141 of 2021),House Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for failure to originate and maintain record of deposits on certain containers with intent to defraud or cheat; create. Amends sec. 14h, ch. XVII of 1927 PA 175 (MCL 777.14h).  TIE BAR WITH: HB 4783'21Last Action: assigned PA 141'21 with immediate effect"
