Document,Type,Description
HB 4701 of 2013,House Bill,"Criminal procedure; probation; probation and youthful trainee status revocation; require for violation of the ferrous metal and nonferrous metal regulation and scrap metal offenders registration act. Amends sec. 12, ch. II & sec. 4a, ch. XI of 1927 PA 175 (MCL 762.12 & 771.4a).  TIE BAR WITH: HB 4699'13Last Action: printed bill filed 05/08/2013"
HB 4702 of 2013,House Bill,Communications; telecommunications; public service commission report regarding pole attachment rates; require. Amends sec. 6g of 1939 PA 3 (MCL 460.6g).Last Action: printed bill filed 05/08/2013
HB 4703 of 2013 (PA 423 of 2014),House Bill,State financing and management; escheats; appeals process for unclaimed property; create. Amends 1995 PA 29 (MCL 567.221 - 567.265) by adding sec. 31a.Last Action: assigned PA 423'14   2014 ADDENDA
HB 4704 of 2013 (PA 172 of 2013),House Bill,Counties; financing; challenging an approved budget; clarify. Amends secs. 16 & 18 of 1968 PA 2 (MCL 141.436 & 141.438).Last Action: assigned PA 172'13 with immediate effect
HB 4705 of 2013 (PA 40 of 2013),House Bill,Property tax; state education tax; reimbursement of certain levied millage revenues; allow. Amends 1993 PA 331 (MCL 211.901 - 211.906) by adding sec. 5c.Last Action: assigned PA 40'13 with immediate effect
HB 4706 of 2013,House Bill,Labor; fair employment practices; paid sick leave; require certain employers to provide. Creates new act.Last Action: printed bill filed 05/09/2013
HB 4707 of 2013,House Bill,State financing and management; purchasing; procurement process; modify for certain requests for proposals. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 4708 of 2013 (PA 74 of 2013),House Bill,Environmental protection; hazardous waste; hazardous materials transportation permit fund; replace with environmental pollution prevention fund. Amends secs. 2 & 5 of 1998 PA 138 (MCL 29.472 & 29.475).Last Action: assigned PA 74'13 with immediate effect
HB 4709 of 2013 (PA 42 of 2014),House Bill,"Liquor; licenses; definition of micro brewer; increase barrel threshold. Amends sec. 109 of 1998 PA 58 (MCL 436.1109).  TIE BAR WITH: HB 4710'13, HB 4711'13, SB 0504'13, SB 0505'13, SB 0506'13, SB 0507'13, SB 0650'13Last Action: assigned PA 42'14 with immediate effect"
HB 4710 of 2013 (PA 43 of 2014),House Bill,"Liquor; beer; limitation of number of other locations a brewpub may have an interest in and the barrel threshold; increase. Amends sec. 603 of 1998 PA 58 (MCL 436.1603).  TIE BAR WITH: HB 4709'13, HB 4711'13, SB 0504'13, SB 0505'13, SB 0506'13, SB 0507'13, SB 0650'13Last Action: assigned PA 43'14 with immediate effect"
HB 4711 of 2013 (PA 44 of 2014),House Bill,"Liquor; beer; number of locations a brewer and micro brewer may sell its beer for on-premises consumption; modify. Amends sec. 411 of 1998 PA 58 (MCL 436.1411).  TIE BAR WITH: HB 4709'13, HB 4710'13, SB 0504'13, SB 0505'13, SB 0506'13, SB 0507'13, SB 0650'13Last Action: assigned PA 44'14 with immediate effect"
HB 4712 of 2013,House Bill,Education; curriculum; foreign language requirement for graduation; modify. Amends sec. 1278a of 1976 PA 451 (MCL 380.1278a).Last Action: printed bill filed 05/09/2013
HB 4713 of 2013 (PA 12 of 2014),House Bill,"Education; safety; reporting requirement for public school safety drills; provide for, and require cardiac emergency response plan. Amends sec. 19 of 1941 PA 207 (MCL 29.19).Last Action: assigned PA 12'14 with immediate effect"
HB 4714 of 2013 (PA 107 of 2013),House Bill,"Human services; medical services; medicaid eligibility expansion; provide for, and sunset under certain conditions. Amends secs. 105, 105a, 106, 107, 108 & 109c of 1939 PA 280 (MCL 400.105 et seq.) & adds secs. 105c, 105d, 105e & 105f.Last Action: assigned PA 107'13"
HB 4715 of 2013 (PA 04 of 2014),House Bill,Weapons; ammunition; possession of ammunition by certain individuals; prohibit. Amends sec. 224f of 1931 PA 328 (MCL 750.224f).Last Action: assigned PA 04'14 with immediate effect
HB 4716 of 2013 (PA 05 of 2014),House Bill,"Weapons; ammunition; reference in sentencing guidelines; update. Amends sec. 16m, ch. XVII of 1927 PA 175 (MCL 777.16m).  TIE BAR WITH: HB 4715'13Last Action: assigned PA 05'14 with immediate effect"
HB 4717 of 2013 (PA 06 of 2014),House Bill,Weapons; ammunition; reference in 1927 PA 372; update. Amends sec. 4 of 1927 PA 372 (MCL 28.424).  TIE BAR WITH: HB 4715'13Last Action: assigned PA 06'14 with immediate effect
HB 4718 of 2013,House Bill,Insurance; no-fault; insurer interests in certain motor vehicle repair facilities; prohibit. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding ch. 21B.Last Action: printed bill filed 05/15/2013
HB 4719 of 2013,House Bill,Crimes; other; leaving minor children without appropriate supervision; provide penalties. Amends sec. 135a of 1931 PA 328 (MCL 750.135a).Last Action: printed bill filed 05/15/2013
HB 4720 of 2013,House Bill,"Criminal procedure; sentencing guidelines; description of crimes involving leaving child unattended; amend. Amends sec. 16g, ch. XVII of 1927 PA 175 (MCL 777.16g).  TIE BAR WITH: HB 4719'13Last Action: printed bill filed 05/15/2013"
HB 4721 of 2013,House Bill,"Education; curriculum; age appropriate, medically accurate, and objective sexuality education; provide for. Amends secs. 1169, 1507 & 1507b of 1976 PA 451 (MCL 380.1169 et seq.).Last Action: printed bill filed 05/15/2013"
HB 4722 of 2013,House Bill,Health; other; emergency contraceptive education act; create. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding pt. 98.Last Action: printed bill filed 05/15/2013
HB 4723 of 2013,House Bill,Traffic control; driver license; eligibility criteria for basic driver improvement course; broaden. Amends sec. 320d of 1949 PA 300 (MCL 257.320d).Last Action: printed bill filed 05/15/2013
HB 4724 of 2013,House Bill,Family law; marriage and divorce; veteran disability compensation; exclude from marital estate. Amends sec. 18 of 1909 PA 259 (MCL 552.18).Last Action: printed bill filed 05/15/2013
HB 4725 of 2013,House Bill,Education; alternative; residential boarding schools for at-risk youths; allow public school academies to operate. Amends sec. 504 of 1976 PA 451 (MCL 380.504) & adds sec. 505b.Last Action: placed on third reading
HB 4726 of 2013,House Bill,Worker's compensation; benefits; amount available for funeral or burial expenses; increase. Amends sec. 345 of 1969 PA 317 (MCL 418.345).Last Action: printed bill filed 05/15/2013
HB 4727 of 2013,House Bill,"Education; discipline; cyberbullying to be defined and addressed in anti-bullying policy; require, and require certain reporting. Amends sec. 1310b of 1976 PA 451 (MCL 380.1310b).Last Action: printed bill filed 05/15/2013"
HB 4728 of 2013,House Bill,Public utilities; consumer services; certain use of data from advanced meters; prohibit. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 10ff.Last Action: printed bill filed 05/15/2013
HB 4729 of 2013,House Bill,Law enforcement; state police; intrastate Michigan emergency management assistance agreement; enact. Creates new act.Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT AND ELECTIONS
HB 4730 of 2013,House Bill,"Taxation; administration; disclosure of revenue estimating methodologies, data, and information for financial audits; require to expedite in a timely manner. Amends sec. 28 of 1941 PA 122 (MCL 205.28).Last Action: printed bill filed 05/15/2013"
HB 4731 of 2013 (PA 166 of 2013),House Bill,Law enforcement; fire personnel; firefighter examination requirement; allow waiver based on certain military training. Amends sec. 9 of 1966 PA 291 (MCL 29.369).Last Action: assigned PA 166'13 with immediate effect
HB 4732 of 2013 (PA 125 of 2013),House Bill,Construction; code; plumbing fixture and electrical power requirements; exempt agricultural roadside sale stands. Amends secs. 2a & 10 of 1972 PA 230 (MCL 125.1502a & 125.1510).Last Action: assigned PA 125'13 with immediate effect
HB 4733 of 2013,House Bill,Civil rights; other; breastfeeding in public places; protect as civil right. Amends title & sec. 302 of 1976 PA 453 (MCL 37.2302).Last Action: printed bill filed 05/16/2013
HB 4734 of 2013,House Bill,Appropriations; supplemental; funding for school mascot reimbursement; provide for. Amends 1965 PA 380 (MCL 16.101 - 16.608) by adding sec. 478.  TIE BAR WITH: HB 4735'13Last Action: printed bill filed 05/16/2013
HB 4735 of 2013,House Bill,"School aid; other; school mascot reimbursement fund; create, and provide for its expenditure. Amends 1979 PA 94 (MCL 388.1601 - 388.1896) by adding sec. 90.  TIE BAR WITH: HB 4734'13Last Action: printed bill filed 05/16/2013"
HB 4736 of 2013 (PA 525 of 2014),House Bill,"Health; diseases; expedited partner therapy; authorize, and provide immunity from civil, criminal, and administrative liability under certain circumstances. Amends secs. 17745, 17751, 17754 & 17757 of 1978 PA 368 (MCL 333.17745 et seq.) & adds sec. 5110.Last Action: assigned PA 525'14 with immediate effect   2014 ADDENDA"
HB 4737 of 2013 (PA 70 of 2013),House Bill,"Construction; permits; installation, maintenance, replacement, or servicing of a home monitoring system; exempt from construction code permit requirements. Amends 1972 PA 230 (MCL 125.1501 - 125.1531) by adding sec. 28a.Last Action: assigned PA 70'13 with immediate effect"
HB 4738 of 2013,House Bill,Health; practitioners; Michigan consumer health freedom law; create. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding pt. 94.Last Action: printed bill filed 05/16/2013
HB 4739 of 2013,House Bill,School aid; supplemental; funding for certain qualifying districts for finishing current school year; provide for. Amends sec. 11 of 1979 PA 94 (MCL 388.1611) & adds sec. 22o.Last Action: printed bill filed 05/16/2013
HB 4740 of 2013 (PA 39 of 2014),House Bill,Health facilities; county medical care facilities; membership on board of trustees of a joint county medical care facility; revise qualifications and eliminate automatic membership for the members of the social welfare board. Amends sec. 2 of 1929 PA 178 (MCL 404.2).Last Action: assigned PA 39'14 with immediate effect
HB 4741 of 2013,House Bill,Traffic control; driver license; road test for commercial driver license; provide waiver for certain veterans. Amends sec. 312e of 1949 PA 300 (MCL 257.312e).Last Action: printed bill filed 05/17/2013
HB 4742 of 2013,House Bill,Public employees and officers; compensation and benefits; prohibition on public employers providing medical benefits for domestic partners; repeal. Repeals 2011 PA 297 (MCL 15.581 - 15.585).Last Action: printed bill filed 05/17/2013
HB 4743 of 2013 (PA 65 of 2013),House Bill,"Fireworks; use; local control of consumer fireworks use; expand, and amend certain licensing requirements. Amends secs. 4, 5, 7, 10, 11, 12 & 18a of 2011 PA 256 (MCL 28.454 et seq.).Last Action: assigned PA 65'13 with immediate effect"
HB 4744 of 2013,House Bill,"Fireworks; licensing; revenue from fees; redistribute, and provide for department to delegate inspections under certain circumstances. Amends secs. 10 & 11 of 2011 PA 256 (MCL 28.460 & 28.461).Last Action: printed bill filed 05/17/2013"
HB 4745 of 2013,House Bill,"Insurance; other; reference to office of financial and insurance regulation; revise to department of insurance and financial services. Amends secs. 102, 208, 814a, 1031, 1242, 1246, 1505, 2080, 2110b, 2153, 3010, 3580, 3926a, 3935, 4424, 4501, 4601, 4603, 4609, 4625, 4673, 4701, 4705, 4713, 4715, 4733, 4734 & 8111 of 1956 PA 218 (MCL 500.102 et seq.).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1"
HB 4746 of 2013,House Bill,"Crimes; other; bullying and cyberbullying; prohibit, and provide penalties. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 411x.Last Action: printed bill filed 05/22/2013"
HB 4747 of 2013,House Bill,State; symbol; eastern gray tree frog; designate as the official state amphibian. Creates new act.Last Action: printed bill filed 05/22/2013
HB 4748 of 2013,House Bill,State financing and management; budget; revenue estimating conferences; require to include reporting of unfunded liabilities. Amends sec. 367b of 1984 PA 431 (MCL 18.1367b).Last Action: printed bill filed 05/22/2013
HB 4749 of 2013,House Bill,Health; occupations; midwives; provide for licensing and regulation. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16326 & pt. 171.Last Action: printed bill filed 05/22/2013
HB 4750 of 2013,House Bill,Public utilities; electric utilities; electric utilities applying for a financing order to finance all new water and pollution control facilities required by federal or state regulations; require. Amends secs. 10h & 10i of 1939 PA 3 (MCL 460.10h & 460.10i)Last Action: printed bill filed 05/22/2013
HB 4751 of 2013,House Bill,Insurance; health; coverage for orally administered cancer chemotherapy; provide equal treatment for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406t.Last Action: printed bill filed 05/22/2013
HB 4752 of 2013 (PA 167 of 2013),House Bill,"Occupations; other; use of certain military experience as the basis for registration; authorize for stationary steam engineers and boiler operators and waive initial license and registration fees for certain veterans. Amends secs. 2, 4a & 13d of 1965 PA 290 (MCL 408.752 et seq.).Last Action: assigned PA 167'13 with immediate effect"
HB 4753 of 2013,House Bill,Law enforcement; other; Michigan student safety act; create. Creates new act.Last Action: printed bill filed 05/22/2013
HB 4754 of 2013 (PA 168 of 2013),House Bill,Occupations; mechanical contractors; use of certain military experience as the basis for licensure; authorize. Amends sec. 6 of 1984 PA 192 (MCL 338.976).Last Action: assigned PA 168'13 with immediate effect
HB 4755 of 2013,House Bill,"Crimes; animals; ownership of animals by a person convicted by certain crimes against animals; require court to prohibit for a period of at least 5 years. Amends secs. 49, 50 & 50b of 1931 PA 328 (MCL 750.49 et seq.).Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
HB 4756 of 2013 (PA 169 of 2013),House Bill,Occupations; construction; use of certain military experience as the basis for licensure as residential builder or residential maintenance and alteration contractor; authorize. Amends sec. 2404b of 1980 PA 299 (MCL 339.2404b).Last Action: assigned PA 169'13 with immediate effect
HB 4757 of 2013,House Bill,"Transportation; funds; funding for rail grade crossing surface repair and construction; establish. Amends secs. 10, 11 & 11f of 1951 PA 51 (MCL 247.660 et seq.).Last Action: printed bill filed 05/23/2013"
HB 4758 of 2013,House Bill,Criminal procedure; sex offender registration; individual found not guilty of a listed offense by reason of insanity to be placed on sex offender registry; require. Amends sec. 2 of 1994 PA 295 (MCL 28.722).Last Action: printed bill filed 05/23/2013
