Document,Type,Description
HB 5440 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 10 of 1913 PA 271 (MCL 399.10).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5441 of 2009,House Bill,"State; historic sites; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends secs. 1, 2 & 3 of 1976 PA 69 (MCL 399.111 et seq.).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5442 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends secs. 3 & 4 of 1984 PA 152 (MCL 399.73 & 399.74).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5443 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 2 of 1998 PA 409 (MCL 399.82).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5444 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends secs. 2 & 6 of 1955 PA 10 (MCL 399.152 & 399.156).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5445 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 1a of 1970 PA 169 (MCL 399.201a).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5446 of 2009,House Bill,"History and arts; other; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 2137 of 1961 PA 236 (MCL 600.2137).  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/23/2009"
HB 5447 of 2009,House Bill,"Occupations; business licensing and regulation; precious metal and gem dealer's business location; provide for designation in license and allow additional outlets under certain circumstances. Amends secs. 2, 3 & 4 of 1981 PA 95 (MCL 445.482 et seq.).Last Action: printed bill filed 09/23/2009"
HB 5448 of 2009,House Bill,Traffic control; other; sunset of fees associated with traffic law enforcement and safety fund; repeal. Repeals enacting section 2 of 2003 PA 152.Last Action: re-referred to Committee on Appropriations
HB 5449 of 2009,House Bill,Retirement; state employees; early-out option with a 1-time bonus payment; provide for. Amends 1943 PA 240 (MCL 38.1 - 38.69) by adding sec. 19k.Last Action: printed bill filed 09/23/2009
HB 5450 of 2009,House Bill,Campaign finance; contributions and expenditures; limitation on contributions to a candidate; modify. Amends secs. 52 & 69 of 1976 PA 388 (MCL 169.252 & 169.269).Last Action: printed bill filed 09/23/2009
HB 5451 of 2009,House Bill,"Campaign finance; committees; term-limited official's candidate committees; require dissolution. Amends secs. 24, 45, 52 & 69 of 1976 PA 388 (MCL 169.224 et seq.).Last Action: printed bill filed 09/23/2009"
HB 5452 of 2009,House Bill,Torts; liability; openness and obviousness of conditions on property; make an issue of comparative negligence. Amends 1846 RS 66 (MCL 554.131 - 554.139) & adds sec. 40.Last Action: printed bill filed 09/24/2009
HB 5453 of 2009,House Bill,"Libraries; state; department of history, arts, and libraries; abolish, and transfer responsibilities to department of state. Amends sec. 2 of 1982 PA 540 (MCL 397.12) & repeals sec. 12 of 1982 PA 540 (MCL 397.22[1].  TIE BAR WITH: HB 5423'09Last Action: printed bill filed 09/24/2009"
HB 5454 of 2009,House Bill,Occupations; individual licensing and regulation; regulatory late fee and sanction waiver during a state regulatory shutdown; provide for. Creates new act.Last Action: printed bill filed 09/24/2009
HB 5455 of 2009,House Bill,"Taxation; estates; tie between estate tax and the federal tax; modify. Amends secs. 32, 33 & 56 of 1899 PA 188 (MCL 205.232 et seq.) & adds sec. 32a.Last Action: printed bill filed 09/24/2009"
HB 5456 of 2009,House Bill,Elections; absent voters; permanent absent voter file; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 759e.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT
HB 5457 of 2009,House Bill,Economic development; brownfield redevelopment authority; recapture of certain costs for relocation of certain school buildings; provide for. Amends secs. 2 & 13 of 1996 PA 381 (MCL 125.2652 & 125.2663).Last Action: printed bill filed 09/24/2009
HB 5458 of 2009,House Bill,"Courts; judges; number of judgeships in certain circuits; reduce temporarily. Amends secs. 507, 511, 517, 519, 521, 531, 532, 549 & 550 of 1961 PA 236 (MCL 600.507 et seq.) & adds sec. 550b.Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 5459 of 2009,House Bill,Communications; video services; assessment of public service commission's costs against competitive video service providers; extend sunset. Amends sec. 6 of 2006 PA 480 (MCL 484.3306).Last Action: printed bill filed 09/24/2009
HB 5460 of 2009,House Bill,"Transportation; funds; collection, distribution, and allocation of Michigan transportation funds; modify formula. Amends sec. 10 of 1951 PA 51 (MCL 247.660).Last Action: printed bill filed 09/24/2009"
HB 5461 of 2009 (PA 250 of 2010),House Bill,Economic development; other; private investment infrastructure funding; provide for. Creates new act.Last Action: assigned PA 250'10 with immediate effect
HB 5462 of 2009,House Bill,"Appropriations; school aid; interim fiscal year school aid appropriations for 2009-2010; provide for. Amends secs. 11, 11j, 17b, 39a & 147 of 1979 PA 94 (MCL 388.1611 et seq.).Last Action: printed bill filed 09/24/2009"
HB 5463 of 2009,House Bill,"Natural resources; wetlands; program revisions; provide for. Amends secs. 1301, 30105, 30301, 30303, 30306, 30306b, 30311, 30312, 30317, 32512a & 32513 of 1994 PA 451 (MCL 324.1301 et seq.); adds secs. 30303b, 30303d, 30305b, 30311b, 30311d, 30312b, 30312d, 30325, 30327 & 30329 & repeals (See bill).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
HB 5464 of 2009,House Bill,State financing and management; purchasing; competitive bidding of certain leases and rental agreements; require. Amends sec. 221 of 1984 PA 431 (MCL 18.1221).Last Action: printed bill filed 09/25/2009
HB 5465 of 2009,House Bill,Public employees and officers; ethics; private meetings of certain department of management and budget employees and officials with lobbyists; prohibit. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 260.Last Action: printed bill filed 09/25/2009
HB 5466 of 2009,House Bill,"State financing and management; purchasing; competitive bidding of leases and rental agreements; require, and establish certain publishing requirements. Amends sec. 221 of 1984 PA 431 (MCL 18.1221).Last Action: printed bill filed 09/25/2009"
HB 5467 of 2009,House Bill,Criminal procedure; sex offender registration; listed offense definition; expand. Amends sec. 2 of 1994 PA 295 (MCL 28.722).Last Action: printed bill filed 09/25/2009
HB 5468 of 2009,House Bill,Communications; technology; validity of judgment or order created with an electronic record or signature; clarify. Amends sec. 7 of 2000 PA 305 (MCL 450.837).Last Action: printed bill filed 09/28/2009
HB 5469 of 2009 (PA 240 of 2009),House Bill,Michigan business tax; credit; additional credit for cell manufacturing facility and advanced battery pack manufacturing; provide for. Amends sec. 434 of 2007 PA 36 (MCL 208.1434).  TIE BAR WITH: SB 0818'09Last Action: assigned PA 240'09 with immediate effect   2009 ADDENDA
HB 5470 of 2009,House Bill,Weapons; licensing; waiver of concealed weapons licensing requirements; clarify for military personnel. Amends sec. 5b of 1927 PA 372 (MCL 28.425b).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 5471 of 2009,House Bill,Weapons; other; no-carry zone violations; require compliance by individuals licensed out of state. Amends secs. 5k & 5o of 1927 PA 372 (MCL 28.425k & 28.425o).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 5472 of 2009,House Bill,Weapons; licensing; waiver of license to purchase requirement for certain military personnel; provide for. Amends sec. 2 of 1927 PA 372 (MCL 28.422).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 5473 of 2009 (PA 209 of 2010),House Bill,Weapons; licensing; possession of pistol as merchandise by licensed dealer; allow under certain circumstances. Amends sec. 12 of 1927 PA 372 (MCL 28.432).  TIE BAR WITH: HB 5520'09Last Action: assigned PA 209'10 with immediate effect
HB 5474 of 2009,House Bill,"Weapons; other; preemption of firearm laws; expand to include institutions of higher education. Amends secs. 1, 2 & 3 of 1990 PA 319 (MCL 123.1101 et seq.).Last Action: printed bill filed 09/28/2009"
HB 5475 of 2009,House Bill,Insurance; health; health care false claim act; expand to include definitions of pharmacy benefits manager and pharmacy benefits management. Amends sec. 2 of 1984 PA 323 (MCL 752.1002) & adds sec. 8b.Last Action: printed bill filed 09/28/2009
HB 5476 of 2009,House Bill,Human services; medical services; medicaid false claim act; expand to include definitions of pharmacy benefits manager and pharmacy benefits management. Amends sec. 2 of 1977 PA 72 (MCL 400.602) & adds sec. 10d.Last Action: printed bill filed 09/28/2009
HB 5477 of 2009,House Bill,Courts; juries; names and addresses of taxpayers; allow to be given to jury boards for purposes of selecting juror pools. Amends sec. 28 of 1941 PA 122 (MCL 205.28).  TIE BAR WITH: HB 5478'09Last Action: printed bill filed 09/28/2009
HB 5478 of 2009,House Bill,"Courts; juries; jury pool selection process; revise. Amends secs. 1304, 1312, 1321 & 1344 of 1961 PA 236 (MCL 600.1304 et seq.) & adds secs. 1301c, 1310a & 1310b.  TIE BAR WITH: HB 5477'09Last Action: printed bill filed 09/28/2009"
HB 5479 of 2009 (PA 192 of 2009),House Bill,Michigan business tax; credit; historic rehabilitation credit; revise. Amends sec. 435 of 2007 PA 36 (MCL 208.1435).Last Action: assigned PA 192'09 with immediate effect
HB 5480 of 2009,House Bill,Income tax; credit; increase in amount of earned income tax credit; eliminate. Amends sec. 272 of 1967 PA 281 (MCL 206.272).Last Action: printed bill filed 09/30/2009
HB 5481 of 2009 (PA 30 of 2010),House Bill,Natural resources; fishing; possession limits; modify. Amends sec. 48721 of 1994 PA 451 (MCL 324.48721).  TIE BAR WITH: HB 5662'09Last Action: assigned PA 30'10 with immediate effect
HB 5482 of 2009,House Bill,Mental health; forensic; restoration of juvenile to competency to proceed; clarify. Amends 1974 PA 258 (MCL 330.1001 - 330.2106) by adding secs. 1060c & 1072.Last Action: referred to second reading
HB 5483 of 2009,House Bill,"Juveniles; criminal procedure; restoration of juvenile to competency to proceed; clarify. Amends sec. 1, ch. XIIA of 1939 PA 288 (MCL 712A.1) & adds sec. 18s.Last Action: referred to second reading"
HB 5484 of 2009,House Bill,"Juveniles; criminal procedure; certain statements made during juvenile competency evaluation; clarify. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 18r to ch. XIIA.  TIE BAR WITH: HB 5485'09, HB 5486'09, HB 5487'09, HB 5488'09, HB 5489'09Last Action: referred to second reading"
HB 5485 of 2009,House Bill,"Juveniles; criminal procedure; juvenile competency definitions; clarify. Amends sec. 1, ch. XIIA of 1939 PA 288 (MCL 712A.1).  TIE BAR WITH: HB 5484'09, HB 5486'09, HB 5487'09, HB 5488'09, HB 5489'09Last Action: referred to second reading"
HB 5486 of 2009,House Bill,"Juveniles; criminal procedure; juvenile competency hearing; require. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 18q to ch. XIIA.  TIE BAR WITH: HB 5484'09, HB 5485'09, HB 5487'09, HB 5488'09, HB 5489'09Last Action: referred to second reading"
HB 5487 of 2009,House Bill,"Juveniles; criminal procedure; juvenile competency and evaluation; clarify. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 18n to ch. XIIA.  TIE BAR WITH: HB 5484'09, HB 5485'09, HB 5486'09, HB 5488'09, HB 5489'09Last Action: referred to second reading"
HB 5488 of 2009,House Bill,"Juveniles; criminal procedure; juvenile competency evaluation; require use of a qualified examiner. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 18o to ch. XIIA.  TIE BAR WITH: HB 5484'09, HB 5485'09, HB 5486'09, HB 5487'09, HB 5489'09Last Action: referred to second reading"
HB 5489 of 2009,House Bill,"Juveniles; criminal procedure; juvenile competency evaluation and report; clarify. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 18p to ch. XIIA.  TIE BAR WITH: HB 5484'09, HB 5485'09, HB 5486'09, HB 5487'09, HB 5488'09Last Action: referred to second reading"
HB 5490 of 2009,House Bill,Property tax; exemptions; residential water conditioning systems; eliminate exemption. Amends sec. 9 of 1893 PA 206 (MCL 211.9).Last Action: printed bill filed 10/01/2009
HB 5491 of 2009,House Bill,"Torts; governmental immunity; ""rebuttable inference"" regarding a defect of less than 2 inches in a sidewalk; revise to rebuttable presumption, and require that municipality knew of the defect. Amends sec. 2a of 1964 PA 170 (MCL 691.1402a).Last Action: printed bill filed 10/01/2009"
HB 5492 of 2009,House Bill,"Criminal procedure; bail; apprehension of accused by surety or bail bondsman; require to comply with bail enforcement agent regulation act. Amends sec. 26, ch. V of 1927 PA 175 (MCL 765.26).  TIE BAR WITH: HB 5493'09Last Action: printed bill filed 10/01/2009"
