Document,Type,Description
HB 4879 of 2007,House Bill,Cities; home rule; collection remedies of unpaid blight violations; modify. Amends 1909 PA 279 (MCL 117.1 - 117.38) by adding sec. 4s.Last Action: printed bill filed 06/07/2007
HB 4880 of 2007,House Bill,Vehicles; registration plates; expiration date for registration plates issued to state owned vehicles; modify. Amends sec. 801 of 1949 PA 300 (MCL 257.801).Last Action: printed bill filed 06/07/2007
HB 4881 of 2007,House Bill,"Traffic control; driver license; class 2 license; provide for. Amends secs. 51a, 303, 306, 307, 310, 310d, 310e, 312 & 314 of 1949 PA 300 (MCL 257.51a et seq.) & adds sec. 24d.Last Action: printed bill filed 06/08/2007"
HB 4882 of 2007 (PA 103 of 2007),House Bill,"Use tax; exemptions; definition of taxable use; modify. Amends secs. 2, 3, 4 & 7 of 1937 PA 94 (MCL 205.92 et seq.).Last Action: assigned PA 103'07 with immediate effect"
HB 4883 of 2007,House Bill,Taxation; tobacco; distribution of tobacco settlement revenue; revise. Amends sec. 9 of 2000 PA 489 (MCL 12.259).Last Action: printed bill filed 06/07/2007
HB 4884 of 2007 (PA 50 of 2007),House Bill,State financing and management; funds; Michigan trust fund; provide general amendments for tobacco securitization. Amends sec. 7 of 2000 PA 489 (MCL 12.257).Last Action: assigned PA 50'07 with immediate effect
HB 4885 of 2007,House Bill,Liquor; retail sales; issuance of license to certain city-owned golf courses; provide for. Amends sec. 515 of 1998 PA 58 (MCL 436.1515).Last Action: printed bill filed 06/08/2007
HB 4886 of 2007,House Bill,Education; curricula; certain content requirements concerning African history curriculum in elementary grades in public schools; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1164.Last Action: REFERRED TO COMMITTEE ON EDUCATION
HB 4887 of 2007,House Bill,Labor; fair employment practices; use of credit history in the hiring process; prohibit. Creates new act.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 4888 of 2007,House Bill,Vehicles; registration plates; specialty plates for spouses of veterans; include. Amends sec. 803e of 1949 PA 300 (MCL 257.803e).Last Action: printed bill filed 06/08/2007
HB 4889 of 2007,House Bill,Vehicles; registration plates; vehicles eligible for special organization registration plates; include motorcycles. Amends sec. 803m of 1949 PA 300 (MCL 257.803m).Last Action: printed bill filed 06/08/2007
HB 4890 of 2007,House Bill,Public employees and officers; state; office of state poet laureate; create. Creates new act.Last Action: printed bill filed 06/08/2007
HB 4891 of 2007,House Bill,"Taxation; other; waiver of tax, interest, or penalties for taxpayers that rely on treasury's revenue administrative bulletins or letter rulings; provide for. Amends sec. 6a of 1941 PA 122 (MCL 205.6a).Last Action: REFERRED TO COMMITTEE ON FINANCE"
HB 4892 of 2007,House Bill,Trade; consumer goods and services; altering imitation firearms and certain uses of imitation firearms; prohibit. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 225.Last Action: printed bill filed 06/08/2007
HB 4893 of 2007,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of pointing imitation firearm at law enforcement officer with intent to intimidate or using imitation firearm for unlawful purpose; enact. Amends sec. 16m, ch. XVII of 1927 PA 175 (MCL 777.16m).  TIE BAR WITH: HB 4892'07Last Action: printed bill filed 06/08/2007"
HB 4894 of 2007,House Bill,Property; trespass; placing purple paint marks designating a no trespassing area on the property of another without permission; prohibit. Amends sec. 73105 of 1994 PA 451 (MCL 324.73105).  TIE BAR WITH: SB 0574'07Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
HB 4895 of 2007,House Bill,"Property tax; delinquent taxes; property tax foreclosure process; extend to 3 years. Amends secs. 78a, 78e, 78f & 78g of 1893 PA 206 (MCL 211.78a et seq.).Last Action: printed bill filed 06/13/2007"
HB 4896 of 2007,House Bill,Records; adoption; issuance of certified copy of original certificate of live birth to certain adopted individuals; allow. Amends sec. 2832 of 1978 PA 368 (MCL 333.2832) & adds sec. 2832a.Last Action: REFERRED TO COMMITTEE ON FAMILIES AND HUMAN SERVICES
HB 4897 of 2007,House Bill,Health; pharmaceuticals; unused prescription drugs; establish procedure for donating medication to repository for distribution to medically indigent. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 17775.Last Action: printed bill filed 06/13/2007
HB 4898 of 2007,House Bill,Insurance; health; coverage for prosthetics and orthotics; provide for. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3406s.Last Action: printed bill filed 06/13/2007
HB 4899 of 2007,House Bill,Insurance; health care corporations; coverage for prosthetics and orthotics; provide for. Amends sec. 415 of 1980 PA 350 (MCL 550.1415) & adds sec. 415a.Last Action: printed bill filed 06/13/2007
HB 4900 of 2007,House Bill,Income tax; credit; credit for certain renovations made to the home of a senior or person with a disability; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.532) by adding sec. 278.Last Action: printed bill filed 06/13/2007
HB 4901 of 2007,House Bill,"Natural resources; wetlands; permit program; surrender federal delegation. Amends secs. 30104b, 30301, 30302, 30304, 30305, 30307, 30308, 30309, 30310, 30311, 30313, 30317, 30321 & 30323 of 1994 PA 451 (MCL 324.30104b et seq.) & repeals secs. 30303, 30306, 30306b, 30312, 30313b to 30316, 30318 to 30320 & 30322 of 1994 PA 451 (MCL 324.30303 et seq.).Last Action: notice given to discharge committee"
HB 4902 of 2007 (PA 312 of 2008),House Bill,Education; curricula; certain focus of instruction concerning African history; encourage for public schools that teach world history in middle school or high school. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1164b.Last Action: assigned PA 312'08 with immediate effect
HB 4903 of 2007 (PA 0232 of 2008),House Bill,Retirement; investments; investing assets in a corporation doing business with Iran; prohibit. Amends 1965 PA 314 (MCL 38.1132 - 38.1140m) by adding sec. 13d.  TIE BAR WITH: SB 0846'07Last Action: assigned PA 0232'08 with immediate effect
HB 4904 of 2007,House Bill,State financing and management; funds; investing assets in a corporation doing business with certain countries; prohibit. Amends 1855 PA 105 (MCL 21.141 - 21.147) by adding sec. 5.Last Action: printed bill filed 06/13/2007
HB 4905 of 2007 (PA 311 of 2008),House Bill,Agriculture; animals; disposal of dead animal bodies; allow use of in methane digesters. Amends secs. 3 & 15 of 1982 PA 239 (MCL 287.653 & 287.665).Last Action: assigned PA 311'08 with immediate effect
HB 4906 of 2007,House Bill,Local government; public services; collection of fees for providing emergency response services; allow. Amends sec. 6a of 1951 PA 33 (MCL 41.806a).Last Action: printed bill filed 06/13/2007
HB 4907 of 2007,House Bill,Sales tax; exemptions; federal gasoline tax; exclude from gross proceeds. Amends sec. 1 of 1933 PA 167 (MCL 205.51).Last Action: printed bill filed 06/13/2007
HB 4908 of 2007,House Bill,"Income tax; collections; fee for the collection and administration of the city income tax by the state; revise. Amends sec. 9, ch. 1 of 1964 PA 284 (MCL 141.509).Last Action: printed bill filed 06/13/2007"
HB 4909 of 2007,House Bill,"Criminal procedure; evidence; electronic recording of certain custodial interrogation sessions; require, and revise procedures for determining admissibility as evidence. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 7 to ch. III.Last Action: printed bill filed 06/13/2007"
HB 4910 of 2007,House Bill,"Elections; registration; registering to vote on day of election and voting at that election; allow. Amends secs. 491, 497 & 497a of 1954 PA 116 (MCL 168.491 et seq.) & adds sec. 499e.Last Action: printed bill filed 06/13/2007"
HB 4911 of 2007,House Bill,Consumer credit; interest rates; cap on credit card and mortgage interest by certain lenders; establish at 15%. Amends sec. 4 of 1995 PA 162 (MCL 445.1854).Last Action: printed bill filed 06/13/2007
HB 4912 of 2007,House Bill,"Retirement; college employees; removal from school retirement system; provide for. Amends secs. 6, 7, 22 & 41a of 1980 PA 300 (MCL 38.1306 et seq.).Last Action: printed bill filed 06/14/2007"
HB 4913 of 2007,House Bill,Trade; antitrust; limitation on quantity of liquid fuels sold or offered for sale to a purchaser; prohibit. Amends sec. 2 of 1984 PA 274 (MCL 445.772).Last Action: printed bill filed 06/14/2007
HB 4914 of 2007,House Bill,"Crimes; other; human trafficking by force, fraud, or coercion; prohibit and provide penalties. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 462j.Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4915 of 2007,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of human trafficking; enact. Amends sec. 16w, ch. XVII of 1927 PA 175 (MCL 777.16w).  TIE BAR WITH: HB 4914'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4916 of 2007,House Bill,Crimes; other; human trafficking; establish as a predicate offense for racketeering violation. Amends sec. 159g of 1931 PA 328 (MCL 750.159g).  TIE BAR WITH: HB 4914'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4917 of 2007,House Bill,Crimes; other; forfeiture of property involved in human trafficking; allow. Amends sec. 4701 of 1961 PA 236 (MCL 600.4701).  TIE BAR WITH: HB 4914'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4918 of 2007,House Bill,Crime victims; restitution; additional restitution for victims of human trafficking; provide for. Amends 1985 PA 87 (MCL 780.751 - 780.834) by adding sec. 16b.Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4919 of 2007,House Bill,Taxation; hotel-motel tax; allow convention facilities development funds to be used for the general fund; provide for. Amends secs. 8 & 9 of 1985 PA 106 (MCL 207.628 & 207.629).Last Action: printed bill filed 06/14/2007
HB 4920 of 2007,House Bill,"Vehicles; equipment; high blood alcohol content drunk driving convictions; create as separate crime, and require certain license sanctions and ignition interlock device requirements. Amends secs. 319, 322, 625, 625b, 625k, 625l & 904 of 1949 PA 300 (MCL 257.319 et seq.) & adds sec. 20b.Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4921 of 2007,House Bill,"Crimes; drunk driving; repeat drunk driving offenders; amend license sanctions. Amends secs. 303, 319, 322 & 625 of 1949 PA 300 (MCL 257.303 et seq.) & adds sec. 20b.Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 4922 of 2007,House Bill,Law enforcement; investigations; eyewitness identification procedures; revise. Creates new act.Last Action: printed bill filed 06/15/2007
HB 4923 of 2007,House Bill,Human services; food assistance; food assistance benefits; require distribution twice a month. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 14j.Last Action: placed on third reading
HB 4924 of 2007,House Bill,Education; school districts; operating a school or any educational program outside district boundaries; prohibit without written consent. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1259.Last Action: REFERRED TO COMMITTEE ON EDUCATION
HB 4925 of 2007,House Bill,Children; abduction; uniform child abduction prevention act; create. Creates new act.Last Action: printed bill filed 06/15/2007
HB 4926 of 2007,House Bill,Labor; fair employment practices; employment discrimination based on physical attributes or fitness; prohibit. Creates new act.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 4927 of 2007,House Bill,Labor; fair employment practices; prohibition against employment decisions based on the health or illness of an employee's family member; provide for. Creates new act.Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 4928 of 2007,House Bill,Transportation; funds; requirement for state subsidized transit agencies to supplement budget through ridership fares; provide for and provide penalties for noncompliance. Amends sec. 10e of 1951 PA 51 (MCL 247.660e).Last Action: printed bill filed 06/20/2007
HB 4929 of 2007,House Bill,Liquor; hours; Sunday sale of alcohol at certain motorsports entertainment complexes; revise hours. Amends sec. 518 of 1998 PA 58 (MCL 436.1518).Last Action: printed bill filed 06/20/2007
HB 4930 of 2007,House Bill,Property; conveyances; certain state owned property in Chippewa county; allow conveyance of. Creates land transfer act.Last Action: printed bill filed 06/20/2007
HB 4931 of 2007,House Bill,"Courts; juries; lists of persons available for creating juror pools; expand. Amends sec. 1304 of 1961 PA 236 (MCL 600.1304) & adds secs. 1310a, 1310b, 1310c & 1310d.  TIE BAR WITH: HB 4932'07, HB 4933'07, HB 4934'07Last Action: printed bill filed 06/20/2007"
HB 4932 of 2007,House Bill,Courts; juries; names and addresses of persons receiving unemployment benefits; allow to be disclosed to jury boards for selecting jury pools. Amends 1936 (Ex Sess) PA 1 (MCL 421.1 - 421.75) by adding sec. 54d.  TIE BAR WITH: HB 4931'07Last Action: printed bill filed 06/20/2007
HB 4933 of 2007,House Bill,Courts; juries; names of persons receiving public assistance; allow to be disclosed to jury boards for selecting jury pools. Amends sec. 64 of 1939 PA 280 (MCL 400.64).  TIE BAR WITH: HB 4931'07Last Action: printed bill filed 06/20/2007
HB 4934 of 2007,House Bill,Courts; juries; names and addresses of taxpayers; allow to be disclosed to jury boards for selecting jury pools. Amends sec. 28 of 1941 PA 122 (MCL 205.28).  TIE BAR WITH: HB 4931'07Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 4935 of 2007,House Bill,Legislature; apportionment; census figures; adjust to reflect preincarceration address of prisoners. Creates new act.Last Action: printed bill filed 06/20/2007
